date,code,open,high,low,close,volume,pctChg
20190807,sh.601698,11.0000,11.1000,10.3900,10.4500,91328533,-5.940600
20190808,sh.601698,10.3400,10.7400,10.3400,10.4800,66176730,0.287100
20190809,sh.601698,10.5100,10.5500,9.5500,9.6700,90068158,-7.729000
20190812,sh.601698,9.5900,9.6100,9.2600,9.5700,49583303,-1.034100
20190813,sh.601698,9.3900,9.6400,9.3500,9.4100,36421463,-1.671900
20190814,sh.601698,9.5600,9.5600,9.3400,9.3500,36705126,-0.637600
20190815,sh.601698,9.0000,9.5900,8.9000,9.3700,57165055,0.213900
20190816,sh.601698,9.3100,9.5500,9.3000,9.3800,44390277,0.106700
20190819,sh.601698,9.4300,9.7800,9.3500,9.6800,62267381,3.198300
20190820,sh.601698,9.6200,9.9400,9.5100,9.5200,63970595,-1.652900
20190821,sh.601698,9.3400,9.6900,9.2300,9.4400,47227792,-0.840300
20190822,sh.601698,9.4300,9.6300,9.3500,9.5300,42958654,0.953400
20190823,sh.601698,9.4400,9.5800,9.2600,9.2800,39647751,-2.623300
20190826,sh.601698,9.0200,9.2700,9.0000,9.2300,24337960,-0.538800
20190827,sh.601698,9.3500,9.9500,9.2500,9.7700,83726306,5.850500
20190828,sh.601698,9.6300,10.7500,9.6200,10.7500,82031069,10.030700
20190829,sh.601698,10.9900,11.5500,10.7500,10.7900,166140089,0.372100
20190830,sh.601698,10.6600,11.8700,10.6600,11.8700,115738167,10.009300
20190902,sh.601698,12.7700,13.0600,12.5100,13.0600,93215893,10.025300
20190903,sh.601698,14.0000,14.3700,13.1100,14.3700,235375908,10.030600
20190904,sh.601698,13.8400,14.1100,13.1200,13.5300,158143208,-5.845500
20190905,sh.601698,13.6000,14.8800,13.3600,14.7000,196110370,8.647400
20190906,sh.601698,14.3500,15.0700,14.0200,14.4600,162339979,-1.632700
20190909,sh.601698,14.5000,14.5900,13.6300,14.5400,100772397,0.553200
20190910,sh.601698,14.6400,15.9900,14.6300,15.2800,197857904,5.089400
20190911,sh.601698,15.0800,15.1000,14.2400,14.2800,140348271,-6.544500
20190912,sh.601698,14.3000,14.6400,13.8100,14.4500,81246968,1.190500
20190916,sh.601698,14.6000,15.3100,14.3300,15.3100,101670282,5.951600
20190917,sh.601698,15.3000,15.9800,14.8600,15.1200,122029347,-1.241000
20190918,sh.601698,15.0900,15.4000,14.3800,14.6000,89402009,-3.439200
20190919,sh.601698,14.4000,15.3600,14.1000,15.2700,92277212,4.589000
20190920,sh.601698,15.2000,15.4700,14.8300,15.0000,67672049,-1.768200
20190923,sh.601698,14.6200,15.4800,14.4600,14.8600,87699793,-0.933300
20190924,sh.601698,14.5600,15.1500,14.3000,14.5700,76004385,-1.951500
20190925,sh.601698,14.5000,14.6900,13.2000,13.4000,91407231,-8.030200
20190926,sh.601698,13.2400,13.3500,12.0600,12.0600,86135301,-10.000000
20190927,sh.601698,12.0600,12.3100,11.8600,12.0900,41953147,0.248800
20190930,sh.601698,12.1500,12.2800,11.6900,11.7000,36350572,-3.225800
20191008,sh.601698,11.8100,11.9400,11.4100,11.6600,32668371,-0.341900
20191009,sh.601698,11.5100,11.8700,11.2800,11.8700,34086261,1.801000
20191010,sh.601698,11.8000,12.0400,11.7300,11.9200,32497811,0.421200
20191011,sh.601698,11.9600,12.0300,11.6100,11.7700,29098353,-1.258400
20191014,sh.601698,11.8700,12.5800,11.7700,12.5100,60379326,6.287200
20191015,sh.601698,12.4000,12.6800,12.2300,12.2600,42235603,-1.998400
20191016,sh.601698,12.2700,12.4000,11.9200,12.0000,30252196,-2.120700
20191017,sh.601698,11.8800,12.1000,11.8000,11.8400,21115818,-1.333300
20191018,sh.601698,11.8400,11.9200,10.8800,11.2500,39532342,-4.983100
20191021,sh.601698,11.2200,11.2300,10.7100,10.8700,25966526,-3.377800
20191022,sh.601698,10.9300,11.2200,10.9300,11.1500,24209327,2.575900
20191023,sh.601698,11.2600,11.2600,10.8800,10.9100,22652069,-2.152500
20191024,sh.601698,10.8700,11.1400,10.8300,10.9800,18594889,0.641600
20191025,sh.601698,10.9700,11.0800,10.7100,11.0000,20829012,0.182200
20191028,sh.601698,10.9900,11.7700,10.9900,11.4900,38687458,4.454500
20191029,sh.601698,11.4900,11.5500,11.0600,11.0600,28956212,-3.742400
20191030,sh.601698,10.9400,10.9400,10.6000,10.6300,24595594,-3.887900
20191031,sh.601698,10.6800,10.7500,10.2700,10.3000,20676205,-3.104400
20191101,sh.601698,10.2200,10.4500,10.0300,10.3900,21874657,0.873800
20191104,sh.601698,10.4400,10.5500,10.3200,10.3300,16789900,-0.577500
20191105,sh.601698,10.4100,10.4900,10.2700,10.3700,16222795,0.387200
20191106,sh.601698,10.3500,11.4000,10.3300,10.9000,51142812,5.110900
20191107,sh.601698,10.7500,10.8800,10.5700,10.7600,24729137,-1.284400
20191108,sh.601698,10.8400,10.9000,10.6700,10.6800,19588255,-0.743500
20191111,sh.601698,10.6500,10.6500,10.1800,10.3500,19819124,-3.089900
20191112,sh.601698,10.2800,10.8700,10.1500,10.5700,24666598,2.125600
20191113,sh.601698,10.4600,10.7200,10.3300,10.5200,18310922,-0.473000
20191114,sh.601698,10.5000,11.1400,10.4300,10.9600,42718114,4.182500
20191115,sh.601698,10.8900,11.3400,10.8500,10.9500,45505592,-0.091200
20191118,sh.601698,11.1100,11.2600,10.8100,11.1000,26669137,1.369900
20191119,sh.601698,10.8900,11.0600,10.1000,10.9600,49654415,-1.261300
20191120,sh.601698,10.7700,11.3300,10.6800,10.8900,35908796,-0.638700
20191121,sh.601698,10.7300,10.9900,10.6000,10.6900,25312177,-1.836600
20191122,sh.601698,10.5800,10.7500,10.4000,10.4800,24996361,-1.964500
20191125,sh.601698,10.4200,10.4500,10.1500,10.2100,19594503,-2.576300
20191126,sh.601698,10.2100,10.3000,10.1600,10.2100,10729400,0.000000
20191127,sh.601698,10.2200,10.2800,10.1600,10.2000,9886100,-0.097900
20191128,sh.601698,10.1400,10.2300,10.0700,10.0900,14216306,-1.078400
20191129,sh.601698,10.0900,10.1300,9.9000,9.9900,15538406,-0.991100
20191202,sh.601698,9.9900,10.1400,9.9900,10.0500,13850900,0.600600
20191203,sh.601698,10.0000,10.0200,9.8200,10.0200,15324803,-0.298500
20191204,sh.601698,9.9200,10.1300,9.9000,10.0700,14200600,0.499000
20191205,sh.601698,10.1000,10.3500,10.0600,10.3000,24527475,2.284000
20191206,sh.601698,10.2600,10.3500,10.1700,10.2300,16343728,-0.679600
20191209,sh.601698,10.3000,10.3500,10.1700,10.2200,17340863,-0.097700
20191210,sh.601698,10.2200,10.2700,10.0000,10.2600,20419496,0.391400
20191211,sh.601698,10.2000,10.5900,10.1600,10.5000,33069628,2.339200
20191212,sh.601698,10.4800,10.6600,10.3200,10.5900,30503199,0.857100
20191213,sh.601698,10.6200,10.9800,10.5600,10.8700,37491418,2.644000
20191216,sh.601698,10.9700,11.1800,10.7800,11.0500,34784895,1.655900
20191217,sh.601698,11.1500,12.0600,11.0600,11.9200,55412778,7.873300
20191218,sh.601698,12.0500,12.7800,12.0500,12.1200,63435805,1.677900
20191219,sh.601698,12.0800,12.1000,11.7400,11.7600,40782602,-2.970300
20191220,sh.601698,11.8500,11.8500,11.3400,11.3400,33422157,-3.571400
20191223,sh.601698,11.2800,11.4800,11.0000,11.0100,24247274,-2.910100
20191224,sh.601698,11.1100,11.2300,10.9700,11.1300,18281614,1.089900
20191225,sh.601698,11.1500,11.3600,11.0600,11.2900,20655099,1.437600
20191226,sh.601698,11.2700,11.3400,11.1300,11.2600,14700637,-0.265700
20191227,sh.601698,11.3000,11.6200,11.2300,11.3800,31909161,1.065700
20191230,sh.601698,11.2500,11.5700,11.2000,11.4400,21085185,0.527200
20191231,sh.601698,11.3600,11.4800,11.1800,11.3200,17340762,-1.049000
20200102,sh.601698,11.4000,11.6200,11.3800,11.5500,24841306,2.031800
20200103,sh.601698,11.5900,11.7700,11.5000,11.6900,27906089,1.212100
20200106,sh.601698,12.0000,12.4800,11.6900,11.7700,42683540,0.684400
20200107,sh.601698,11.7600,11.8500,11.5600,11.6900,26377845,-0.679700
20200108,sh.601698,11.7600,12.2100,11.7200,12.2000,55862107,4.362700
20200109,sh.601698,11.9000,12.1300,11.8000,12.0000,32577733,-1.639300
20200110,sh.601698,11.9500,12.0400,11.7000,11.7100,24142624,-2.416700
20200113,sh.601698,11.7200,11.8300,11.4200,11.6600,19461350,-0.427000
20200114,sh.601698,11.6800,11.8300,11.6000,11.6500,17579493,-0.085800
20200115,sh.601698,11.5900,11.7000,11.4100,11.4900,16238519,-1.373400
20200116,sh.601698,11.4600,11.7700,11.4600,11.6300,20430036,1.218500
20200117,sh.601698,11.6000,11.6900,11.4000,11.4700,15784463,-1.375800
20200120,sh.601698,11.5100,12.6200,11.5100,12.6200,92274800,10.026200
20200121,sh.601698,12.5900,12.8300,12.1500,12.6200,63367993,0.000000
20200122,sh.601698,12.6400,13.6400,12.4400,13.3000,64125211,5.388300
20200123,sh.601698,13.0100,14.6000,12.9800,13.7000,85756389,3.007500
20200203,sh.601698,12.3300,12.3300,12.3300,12.3300,5914000,-10.000000
20200204,sh.601698,11.3100,13.3700,11.3100,12.9700,67881520,5.190600
20200205,sh.601698,12.9000,14.2700,12.7300,14.2700,77407677,10.023100
20200206,sh.601698,14.9900,15.7000,14.5100,15.7000,69964152,10.021000
20200207,sh.601698,17.2300,17.2700,16.5800,17.2700,109679638,10.000000
20200210,sh.601698,19.0000,19.0000,16.4100,18.3900,177681794,6.485200
20200211,sh.601698,18.1000,18.3000,16.5500,16.7000,133719946,-9.189800
20200212,sh.601698,16.7000,18.3700,16.7000,18.3700,127141349,10.000000
20200213,sh.601698,18.5700,20.2100,17.8500,19.3100,152192535,5.117000
20200214,sh.601698,20.0100,20.8800,19.5000,19.7500,113993867,2.278600
20200217,sh.601698,19.6700,21.3600,19.6500,20.0400,119526770,1.468400
20200218,sh.601698,19.9400,21.5900,19.7000,21.3200,127228827,6.387200
20200219,sh.601698,20.6000,20.6200,19.2000,19.6800,111179433,-7.692300
20200220,sh.601698,19.7400,20.3000,19.0100,19.9500,85723065,1.372000
20200221,sh.601698,19.6400,21.2000,19.2700,20.1300,108537403,0.902200
20200224,sh.601698,19.5000,19.7900,18.8600,19.2600,87300242,-4.321900
20200225,sh.601698,18.5000,19.9400,18.4900,19.6900,84202107,2.232600
20200226,sh.601698,19.0600,19.4500,17.9100,18.2400,66687432,-7.364100
20200227,sh.601698,18.4200,18.4700,17.5000,17.7800,43521828,-2.521900
20200228,sh.601698,16.9000,17.2400,16.2600,16.7100,50930378,-6.018000
20200302,sh.601698,16.9900,17.4900,16.5600,17.2200,40760431,3.052100
20200303,sh.601698,17.5400,18.5000,17.4000,17.6200,52310113,2.322900
20200304,sh.601698,17.3200,17.9500,17.0100,17.6100,35171600,-0.056800
20200305,sh.601698,17.9000,18.2900,17.5500,17.9300,43484381,1.817100
20200306,sh.601698,17.5000,18.3200,17.3400,17.8800,37231295,-0.278900
20200309,sh.601698,17.5500,17.5900,16.4300,16.5500,40902700,-7.438500
20200310,sh.601698,16.0600,18.2000,16.0600,17.9300,55219850,8.338400
20200311,sh.601698,17.9500,19.7200,17.6800,18.8900,114051818,5.354200
20200312,sh.601698,18.2300,18.3000,17.2000,17.4800,56271995,-7.464300
20200313,sh.601698,16.2000,17.6500,16.2000,17.2700,36719678,-1.201400
20200316,sh.601698,17.6000,17.6200,15.5500,15.6300,45864034,-9.496200
20200317,sh.601698,15.6800,16.0200,14.6300,15.4300,32953117,-1.279600
20200318,sh.601698,15.4900,16.2900,15.3200,15.5000,36314493,0.453700
20200319,sh.601698,15.4600,15.9500,15.1000,15.8300,33190473,2.129000
20200320,sh.601698,16.1400,16.1700,15.4000,15.7700,22377985,-0.379000
20200323,sh.601698,15.2000,15.4700,14.5600,14.7200,22013112,-6.658200
20200324,sh.601698,15.0800,15.2500,14.5100,15.0600,20489603,2.309800
20200325,sh.601698,15.4600,15.5500,15.1800,15.4400,20175988,2.523200
20200326,sh.601698,15.3400,15.5800,15.1000,15.1200,15914871,-2.072500
20200327,sh.601698,15.3400,15.4900,14.9500,14.9800,15420711,-0.925900
20200330,sh.601698,14.6300,14.7900,13.9100,14.4500,19830872,-3.538000
20200331,sh.601698,14.6300,14.6900,14.2300,14.2900,12369083,-1.107300
20200401,sh.601698,14.2000,14.6800,14.1100,14.4400,16095129,1.049700
20200402,sh.601698,14.4500,15.1800,14.3500,14.9400,19085008,3.462600
20200403,sh.601698,14.9700,15.1300,14.6900,14.8400,18033717,-0.669300
20200407,sh.601698,15.3000,16.3200,15.2400,16.3200,45794523,9.973000
20200408,sh.601698,16.0200,17.2000,15.9800,16.8800,56469518,3.431400
20200409,sh.601698,16.6900,17.6200,16.6800,16.9500,41183940,0.414700
20200410,sh.601698,16.7200,17.2700,16.4100,16.5200,32802491,-2.536900
20200413,sh.601698,16.3100,17.2800,16.1100,17.1400,36638710,3.753000
20200414,sh.601698,17.2300,17.4800,16.8100,17.1800,35378977,0.233400
20200415,sh.601698,16.9800,17.3400,16.7100,16.7900,31529851,-2.270100
20200416,sh.601698,16.5000,16.9000,16.4200,16.6500,24444199,-0.833800
20200417,sh.601698,16.8000,16.9100,16.2600,16.3000,23711504,-2.102100
20200420,sh.601698,16.3700,17.9300,16.3700,17.9300,41462753,10.000000
20200421,sh.601698,19.0000,19.5700,18.6000,19.0800,95337822,6.413800
20200422,sh.601698,18.8700,19.7300,18.7000,19.3300,81668923,1.310300
20200423,sh.601698,19.2000,19.3600,18.5300,18.9900,56010458,-1.758900
20200424,sh.601698,19.0000,19.0900,17.0900,17.1000,74275197,-9.952600
20200427,sh.601698,16.9400,17.0000,16.0800,16.3400,47720949,-4.444400
20200428,sh.601698,16.0300,16.3400,15.0000,15.7900,43749959,-3.366000
20200429,sh.601698,15.5600,16.4700,15.5100,16.2100,33495050,2.659900
20200430,sh.601698,16.2200,17.3000,16.2200,17.0200,38775808,4.996900
20200506,sh.601698,17.0400,17.4500,16.6500,17.4100,44586696,2.291400
20200507,sh.601698,17.3200,17.8500,17.1600,17.4000,39469820,-0.057400
20200508,sh.601698,17.5100,18.7500,17.3800,18.6100,69486430,6.954000
20200511,sh.601698,18.3500,18.5200,17.8800,18.5000,52016523,-0.591100
20200512,sh.601698,18.3300,18.7800,18.1600,18.2900,38001706,-1.135100
20200513,sh.601698,18.1000,18.5000,17.9400,18.1900,32798948,-0.546700
20200514,sh.601698,18.1500,18.7700,17.8100,18.6000,54037291,2.254000
20200515,sh.601698,18.5000,18.5800,18.0300,18.1300,39870791,-2.526900
20200518,sh.601698,18.0700,19.2500,17.8700,18.3400,60014664,1.158300
20200519,sh.601698,18.5400,18.5800,18.0500,18.3600,33114916,0.109100
20200520,sh.601698,18.2500,18.4900,17.4500,17.4800,43982401,-4.793000
20200521,sh.601698,17.5100,17.6000,16.8100,17.2000,30904757,-1.601800
20200522,sh.601698,17.2000,17.9600,17.1100,17.3400,35342388,0.813900
20200525,sh.601698,17.0000,17.1200,16.5000,16.6900,24396900,-3.748600
20200526,sh.601698,16.7300,17.2200,16.7300,17.2000,18974905,3.055700
20200527,sh.601698,17.2100,17.8200,17.1100,17.2500,28309754,0.290700
20200528,sh.601698,17.0100,17.4500,16.4000,16.9400,25793726,-1.797100
20200529,sh.601698,17.0000,18.6300,17.0000,18.6300,48887969,9.976400
20200601,sh.601698,19.0000,19.1400,18.2600,19.0500,81018198,2.254400
20200602,sh.601698,18.8900,20.4600,18.7600,19.0800,86740263,0.157500
20200603,sh.601698,18.9000,20.1300,18.9000,19.6900,84339633,3.197100
20200604,sh.601698,19.5000,19.7800,19.0900,19.3200,46686738,-1.879100
20200605,sh.601698,19.0900,19.5000,18.9000,19.1500,34543203,-0.879900
20200608,sh.601698,19.3700,19.8800,18.9600,18.9900,38545413,-0.835500
20200609,sh.601698,19.0700,19.5400,18.9400,19.1100,31385792,0.631900
20200610,sh.601698,18.9700,19.6000,18.6800,19.2600,35938919,0.784900
20200611,sh.601698,19.1100,19.6500,18.8800,19.1400,41534146,-0.623100
20200612,sh.601698,18.5000,19.4400,18.4000,19.4400,40980145,1.567400
20200615,sh.601698,19.6000,19.7600,18.9200,18.9900,32514310,-2.264500
20200616,sh.601698,18.7800,19.1900,18.6000,18.9900,30741115,0.000000
20200617,sh.601698,18.9000,19.1400,18.6500,18.7100,32971352,-1.474500
20200618,sh.601698,18.6000,18.6100,17.6600,17.9600,39932099,-4.008600
20200619,sh.601698,17.9000,18.3000,17.7900,18.2900,24874552,1.837400
20200622,sh.601698,18.3600,18.5000,18.1100,18.4700,23952642,0.984100
20200623,sh.601698,18.8400,19.2900,18.1300,18.1400,46641498,-1.786700
20200624,sh.601698,17.8000,17.9700,17.6300,17.8200,31533525,-1.764100
20200629,sh.601698,17.7800,18.1300,17.5100,17.9900,19933960,0.954000
20200630,sh.601698,18.0800,18.1600,17.6000,18.0100,20321199,0.111200
20200701,sh.601698,18.0900,18.1500,17.7100,17.8500,20484658,-0.888400
20200702,sh.601698,17.7800,18.0700,17.6500,18.0600,25496647,1.176500
20200703,sh.601698,18.2300,18.2300,17.8500,17.9900,24791411,-0.387600
20200706,sh.601698,18.1300,19.2300,17.9900,19.0000,54967180,5.614200
20200707,sh.601698,19.1500,19.8500,18.7600,19.1500,62489337,0.789500
20200708,sh.601698,19.3700,21.0700,19.3700,21.0700,56072005,10.026100
20200709,sh.601698,23.1800,23.1800,23.1800,23.1800,14345552,10.014200
20200710,sh.601698,24.7800,25.4500,23.2100,23.9700,147328740,3.408100
20200713,sh.601698,23.0000,23.8600,22.0800,23.6600,86116490,-1.293300
20200714,sh.601698,23.4800,24.8800,23.1100,24.2600,78574035,2.535900
20200715,sh.601698,24.6800,25.0000,22.6000,22.6200,61914515,-6.760100
20200716,sh.601698,22.0900,23.0900,20.5000,20.9000,49221216,-7.603900
20200717,sh.601698,20.8900,22.4500,20.5600,22.0000,47754340,5.263200
20200720,sh.601698,22.5100,24.2000,22.5100,24.2000,67785816,10.000000
20200721,sh.601698,24.0900,24.1000,22.6800,22.9100,56330743,-5.330600
20200722,sh.601698,22.9500,23.8100,22.6600,22.9500,43489862,0.174600
20200723,sh.601698,23.1700,23.8500,22.5800,23.5200,61244584,2.483700
20200724,sh.601698,23.7500,23.7500,21.7600,21.7700,52287914,-7.440500
20200727,sh.601698,21.7000,22.1000,20.9000,21.5900,28739605,-0.826800
20200728,sh.601698,21.6300,22.3600,21.5000,22.2400,29782876,3.010700
20200729,sh.601698,22.1000,23.0300,21.8600,22.9100,37742089,3.012600
20200730,sh.601698,23.8000,24.7600,23.2500,23.3900,66484335,2.095200
20200731,sh.601698,23.3900,23.9100,22.7400,23.0700,49304478,-1.368100
20200803,sh.601698,23.2000,25.3800,23.1100,25.3800,77190441,10.013000
20200804,sh.601698,26.0000,27.3000,24.4800,24.8600,108296930,-2.048900
20200805,sh.601698,24.1600,26.0000,24.1500,25.3100,63799807,1.810100
20200806,sh.601698,25.2200,26.3600,24.9000,26.0000,70627028,2.726200
20200807,sh.601698,25.5100,25.7500,24.6800,25.0700,46123088,-3.576900
20200810,sh.601698,24.9000,26.6800,24.7700,25.1900,46833409,0.478700
20200811,sh.601698,24.8000,24.9900,23.8600,23.9500,44526960,-4.922600
20200812,sh.601698,23.8000,23.8900,22.0600,22.8400,35396353,-4.634700
20200813,sh.601698,22.8200,23.1700,22.5300,22.6700,18263681,-0.744300
20200814,sh.601698,22.7600,23.5400,22.7000,23.2300,21675019,2.470200
20200817,sh.601698,24.2000,25.2500,23.5600,24.6600,45081050,6.155800
20200818,sh.601698,24.3700,25.3600,24.3700,24.6600,39120734,0.000000
20200819,sh.601698,24.4900,26.6600,24.2300,25.5400,60413657,3.568500
20200820,sh.601698,24.8000,24.8000,23.5800,23.6300,39504726,-7.478500
20200821,sh.601698,23.8100,24.1400,23.0000,23.4000,20676655,-0.973300
20200824,sh.601698,23.5000,23.8300,23.0200,23.6600,15097608,1.111100
20200825,sh.601698,23.6600,23.6600,22.5800,22.8000,24863931,-3.634800
20200826,sh.601698,22.5000,22.9700,22.0000,22.3300,18639890,-2.061400
20200827,sh.601698,22.3400,22.6800,22.0000,22.5000,12261911,0.761300
20200828,sh.601698,22.5000,23.1800,22.5000,23.1000,16846998,2.666700
20200831,sh.601698,23.2500,23.4900,22.9000,22.9300,16249337,-0.735900
20200901,sh.601698,22.8700,23.1900,22.7500,23.0600,11678038,0.566900
20200902,sh.601698,23.1400,23.1900,22.2600,22.5100,15969208,-2.385100
20200903,sh.601698,22.5800,22.6000,22.0000,22.2000,13301998,-1.377200
20200904,sh.601698,21.8000,22.5800,21.5000,22.5100,13059877,1.396400
20200907,sh.601698,22.5200,22.5200,21.7000,21.8600,15012953,-2.887600
20200908,sh.601698,21.8600,22.1000,20.0000,21.0700,19388283,-3.613900
20200909,sh.601698,20.6700,20.9600,20.0000,20.4300,17437622,-3.037500
20200910,sh.601698,20.4700,20.7400,19.9000,19.9800,12823821,-2.202600
20200911,sh.601698,19.8900,20.1300,19.4700,20.1100,12853126,0.650700
20200914,sh.601698,20.2900,20.2900,19.9100,20.0600,8388218,-0.248600
20200915,sh.601698,20.1500,20.2400,19.9400,20.2400,10076979,0.897300
20200916,sh.601698,20.2400,20.2400,19.9100,19.9600,7544856,-1.383400
20200917,sh.601698,19.9500,20.1100,19.6300,19.9500,8154608,-0.050100
20200918,sh.601698,20.0600,20.4000,19.9500,20.3600,12860356,2.055100
20200921,sh.601698,20.4800,21.2000,20.4400,20.7800,16198576,2.062900
20200922,sh.601698,20.5100,20.6500,20.1500,20.1700,9458140,-2.935500
20200923,sh.601698,20.1900,20.2900,19.7700,19.8400,11228183,-1.636100
20200924,sh.601698,19.8100,19.8100,19.1200,19.1900,10858684,-3.276200
20200925,sh.601698,19.5600,19.8500,19.3000,19.4300,8985154,1.250700
20200928,sh.601698,19.4400,19.5700,18.8500,18.8700,8032087,-2.882100
20200929,sh.601698,18.9300,19.4900,18.8700,19.3800,9834193,2.702700
20200930,sh.601698,19.4000,19.6000,19.2100,19.3900,6262053,0.051600
20201009,sh.601698,19.7400,19.8500,19.5500,19.6500,6885038,1.340900
20201012,sh.601698,19.7000,20.4100,19.6000,20.3000,15037763,3.307900
20201013,sh.601698,20.2900,20.2900,19.7200,19.9900,12469313,-1.527100
20201014,sh.601698,20.0100,20.4800,19.2300,19.4100,18656757,-2.901500
20201015,sh.601698,19.3300,19.7600,19.1300,19.3600,11677091,-0.257600
20201016,sh.601698,19.2100,19.3500,19.0000,19.1200,8190997,-1.239700
20201019,sh.601698,19.5000,19.8700,19.2700,19.6700,14612470,2.876600
20201020,sh.601698,19.3700,19.5100,19.0800,19.4300,8407580,-1.220100
20201021,sh.601698,19.4400,19.4900,19.0300,19.1500,5967581,-1.441100
20201022,sh.601698,19.0100,19.1500,18.8700,18.9900,5441915,-0.835500
20201023,sh.601698,18.9900,19.2400,18.9100,18.9800,4807012,-0.052700
20201026,sh.601698,18.9700,18.9700,18.0500,18.4000,7729849,-3.055800
20201027,sh.601698,18.1900,18.5000,18.0100,18.1500,7872670,-1.358700
20201028,sh.601698,18.2200,18.3000,17.6100,17.8800,10058918,-1.487600
20201029,sh.601698,17.4500,17.8600,17.4100,17.7700,8255482,-0.615200
20201030,sh.601698,17.8100,18.0800,17.2400,17.3100,9058279,-2.588600
20201102,sh.601698,17.1200,17.5000,16.6900,16.7600,11614787,-3.177400
20201103,sh.601698,16.9000,17.8800,16.7500,17.7900,15572413,6.145600
20201104,sh.601698,18.0000,18.0200,17.5700,17.7100,9863983,-0.449700
20201105,sh.601698,17.9200,18.0000,17.5000,17.9500,10711856,1.355200
20201106,sh.601698,18.1200,18.1300,17.6800,17.7800,7497684,-0.947100
20201109,sh.601698,17.8600,18.7800,17.8600,18.5400,17062637,4.274500
20201110,sh.601698,18.5600,18.6000,18.1000,18.2100,9486802,-1.779900
20201111,sh.601698,18.2100,18.2100,17.5800,17.6200,9228249,-3.240000
20201112,sh.601698,17.7600,17.8500,17.3200,17.4000,5927755,-1.248600
20201113,sh.601698,17.4100,17.8400,17.1900,17.6100,6570095,1.206900
20201116,sh.601698,17.7000,17.8400,17.4300,17.7500,5834486,0.795000
20201117,sh.601698,17.7400,19.1100,17.7400,19.0000,35429527,7.042300
20201118,sh.601698,18.9400,19.1000,18.6200,19.0000,19201899,0.000000
20201119,sh.601698,18.8800,19.5000,18.6600,19.2400,24089307,1.263200
20201120,sh.601698,19.2800,19.4800,18.8600,19.0100,15808238,-1.195400
20201123,sh.601698,19.0100,19.9500,18.5100,19.5000,29887581,2.577600
20201124,sh.601698,19.3000,19.3900,18.8200,18.9700,18828508,-2.717900
20201125,sh.601698,19.0100,19.2200,18.7200,18.7500,11877489,-1.159700
20201126,sh.601698,18.9100,19.3900,18.9100,19.0900,13910896,1.813300
20201127,sh.601698,18.9800,19.2000,18.6500,19.0300,10221197,-0.314300
20201130,sh.601698,19.0500,19.6300,18.7900,19.3900,21314839,1.891700
20201201,sh.601698,19.4000,19.5900,19.2000,19.5000,13996847,0.567300
20201202,sh.601698,19.5800,20.3600,19.4200,20.0600,25341369,2.871800
20201203,sh.601698,19.9900,20.2200,19.7300,20.1600,14853286,0.498500
20201204,sh.601698,20.1400,20.3300,19.8900,20.0000,9309896,-0.793700
20201207,sh.601698,19.9700,20.0600,19.0700,19.1800,16369893,-4.100000
20201208,sh.601698,19.2800,19.2900,18.9000,18.9300,8735723,-1.303400
